
土佐,とさ,土佐,4.578,43.0,名詞,固有名詞,地域,一般
古沢,ふるさわ,古沢,6.211,1.0,名詞,固有名詞,人名,姓
滋,しげる,滋,5.910,2.0,名詞,固有名詞,人名,名
（,（,（,3.240,935.0,記号,括弧開
迂,まが,迂る,5.433,6.0,動詞,自立
郎,ろう,郎,3.791,263.0,名詞,一般
元,もと,元,4.220,98.0,名詞,一般
名,な,名,3.613,396.0,名詞,一般
）,）,）,3.253,909.0,記号,括弧閉
片岡,かたおか,片岡,5.910,2.0,名詞,固有名詞,人名,姓
利和,としかず,利和,6.211,1.0,名詞,固有名詞,人名,名
土居,どい,土居,5.609,4.0,名詞,固有名詞,人名,姓
香国,こうこく,香国,6.211,1.0,名詞,固有名詞,人名,名
井原,いはら,井原,6.211,1.0,名詞,固有名詞,人名,姓
昂,のぼる,昂,5.734,3.0,名詞,固有名詞,人名,名
等,とう,等,3.721,309.0,名詞,接尾,一般
挙げる,あげる,挙げる,5.512,5.0,動詞,自立
事,こと,事,2.855,2271.0,名詞,非自立,一般
できる,できる,できる,3.556,452.0,動詞,自立
古い,ふるい,古い,3.986,168.0,形容詞,自立
儒者,じゅしゃ,儒者,5.035,15.0,名詞,一般
勤王,きんのう,勤王,6.211,1.0,名詞,一般
家,か,家,3.011,1585.0,名詞,接尾,一般
あっ,あっ,ある,2.574,4338.0,動詞,自立
多く,おおく,多く,3.681,339.0,名詞,副詞可能
出,で,出る,2.956,1800.0,動詞,自立
ここ,ここ,ここ,3.334,753.0,名詞,代名詞,一般
教,きょう,教,4.558,45.0,名詞,一般
館,かん,館,4.495,52.0,名詞,接尾,一般
儒学,じゅがく,儒学,6.211,1.0,名詞,一般
つまり,つまり,つまり,4.002,162.0,名詞,一般
漢学,かんがく,漢学,5.035,15.0,名詞,一般
教える,おしえる,教える,4.796,26.0,動詞,自立
学校,がっこう,学校,3.445,583.0,名詞,一般
古く,ふるく,古く,4.609,40.0,副詞,助詞類接続
教育,きょういく,教育,4.154,114.0,名詞,サ変接続
やっ,やっ,やる,3.461,563.0,動詞,自立
い,い,いる,2.275,8641.0,動詞,非自立
ため,ため,ため,3.116,1245.0,名詞,非自立,副詞可能
ので,ので,ので,3.010,1590.0,助詞,接続助詞
「,「,「,2.107,12717.0,記号,括弧開
山分,やまけ,山分,5.910,2.0,名詞,固有名詞,地域,一般
学者,がくしゃ,学者,3.908,201.0,名詞,一般
」,」,」,2.109,12651.0,記号,括弧閉
と,と,と,1.706,32028.0,助詞,格助詞,引用
よく,よく,よく,3.164,1115.0,副詞,一般
いっ,いっ,いく,3.002,1617.0,動詞,自立
もの,もの,もの,2.405,6394.0,名詞,非自立,一般
土地,とち,土地,3.999,163.0,名詞,一般
言葉,ことば,言葉,3.276,861.0,名詞,一般
沢山,たくさん,沢山,4.379,68.0,副詞,一般
意,い,意,4.297,82.0,名詞,一般
山内,やまうち,山内,5.910,2.0,名詞,固有名詞,人名,姓
特待,とくたい,特待,6.211,1.0,名詞,サ変接続
家老,かろう,家老,5.512,5.0,名詞,一般
――,――,――,2.918,1965.0,記号,一般
深尾,ふかお,深尾,5.734,3.0,名詞,固有名詞,人名,姓
領地,りょうち,領地,5.433,6.0,名詞,一般
それ,それ,それ,2.526,4845.0,名詞,代名詞,一般
主権,しゅけん,主権,5.609,4.0,名詞,一般
者,しゃ,者,2.854,2274.0,名詞,接尾,一般
明治,めいじ,明治,4.114,125.0,名詞,固有名詞,一般
代,だい,代,4.539,47.0,名詞,一般
文明開化,ぶんめいかいか,文明開化,5.257,9.0,名詞,一般
世,よ,世,3.942,186.0,名詞,一般
なる,なる,なる,2.742,2944.0,動詞,自立
も,も,も,1.926,19274.0,助詞,係助詞
前,まえ,前,3.017,1562.0,名詞,副詞可能
組織,そしき,組織,4.548,46.0,名詞,サ変接続
変わり,かわり,変わる,5.433,6.0,動詞,自立
後,ご,後,3.428,607.0,名詞,接尾,副詞可能
そこ,そこ,そこ,3.224,971.0,名詞,代名詞,一般
科学,かがく,科学,3.648,366.0,名詞,一般
文学,ぶんがく,文学,4.021,155.0,名詞,一般
よう,よう,よう,2.360,7097.0,名詞,非自立,助動詞語幹
そう,そう,そう,2.766,2787.0,副詞,助詞類接続
六,ろく,六,3.476,543.0,名詞,数
年,ねん,年,3.175,1088.0,名詞,接尾,助数詞
頃,ころ,頃,3.508,505.0,名詞,非自立,副詞可能
はじめて,はじめて,はじめて,3.999,163.0,副詞,一般
小学校,しょうがっこう,小学校,4.330,76.0,名詞,一般
制,せい,制,5.257,9.0,名詞,接尾,一般
しかれ,しかれ,しかれる,6.211,1.0,動詞,自立
廃,はい,廃,5.007,16.0,名詞,サ変接続
さ,さ,する,2.721,3091.0,動詞,自立
領主,りょうしゅ,領主,5.007,16.0,名詞,一般
だ,だ,だ,2.263,8876.0,助動詞
下,した,下,3.404,641.0,名詞,一般
家来,けらい,家来,4.869,22.0,名詞,一般
これら,これら,これら,3.999,163.0,名詞,代名詞,一般
武士,ぶし,武士,4.463,56.0,名詞,一般
一部,いちぶ,一部,4.448,58.0,名詞,副詞可能
住み,すみ,住む,4.889,21.0,動詞,自立
大,だい,大,3.392,660.0,接頭詞,名詞接続
部分,ぶぶん,部分,4.190,105.0,名詞,一般
町人,ちょうにん,町人,4.609,40.0,名詞,一般
住ん,すん,住む,4.150,115.0,動詞,自立
そして,そして,そして,3.153,1142.0,接続詞
外,そと,外,3.480,538.0,名詞,一般
農家,のうか,農家,4.706,32.0,名詞,一般
近傍,きんぼう,近傍,5.910,2.0,名詞,一般
村,むら,村,3.379,679.0,名詞,一般
人達,ひとたち,人達,4.314,79.0,名詞,一般
皆,みな,皆,3.617,393.0,名詞,代名詞,一般
買物,かいもの,買物,5.065,14.0,名詞,サ変接続
き,き,くる,3.329,763.0,動詞,自立
商人,しょうにん,商人,4.680,34.0,名詞,一般
商売,しょうばい,商売,4.097,130.0,名詞,サ変接続
大変,たいへん,大変,4.081,135.0,名詞,形容動詞語幹
水,すい,水,3.464,559.0,名詞,接尾,一般
よい,よい,よい,3.735,299.0,形容詞,自立
酒造り,さけづくり,酒造り,5.910,2.0,名詞,一般
適し,てきし,適す,5.257,9.0,動詞,自立
数,すう,数,3.820,246.0,名詞,数
軒,けん,軒,3.996,164.0,名詞,接尾,助数詞
酒屋,さかや,酒屋,4.869,22.0,名詞,一般
大き,おおき,大きい,4.366,70.0,形容詞,自立
割,わり,割,4.831,24.0,名詞,一般
酒家,しゅか,酒家,5.910,2.0,名詞,一般
多かっ,おおかっ,多い,4.463,56.0,形容詞,自立
かく,かく,かく,3.826,243.0,副詞,一般
述べる,のべる,述べる,5.170,11.0,動詞,自立
牧野,まきの,牧野,4.521,49.0,名詞,固有名詞,人名,姓
富太郎,とみたろう,富太郎,5.366,7.0,名詞,固有名詞,人名,名
生まれ,うまれ,生まれる,4.211,100.0,動詞,自立
文久,ぶんきゅう,文久,6.211,1.0,名詞,固有名詞,地域,一般
二,に,二,2.725,3062.0,名詞,数
四月,しがつ,四月,4.479,54.0,名詞,副詞可能
十,じゅう,十,2.935,1887.0,名詞,数
四,よん,四,3.264,886.0,名詞,数
日,にち,日,2.965,1764.0,名詞,接尾,助数詞
呱々,ここ,呱々,6.211,1.0,名詞,一般
声,こえ,声,3.224,971.0,名詞,一般
挙げ,あげ,挙げる,4.267,88.0,動詞,自立
雑貨,ざっか,雑貨,5.257,9.0,名詞,一般
店,てん,店,3.895,207.0,名詞,接尾,一般
小間物,こまもの,小間物,5.308,8.0,名詞,一般
屋,や,屋,3.495,520.0,名詞,接尾,一般
東京,とうきょう,東京,3.516,496.0,名詞,固有名詞,地域,一般
異なっ,ことなっ,異なる,4.706,32.0,動詞,自立
経営,けいえい,経営,5.433,6.0,名詞,サ変接続
かなり,かなり,かなり,4.081,135.0,副詞,一般
旧家,きゅうか,旧家,5.366,7.0,名詞,一般
中,なか,中,2.821,2454.0,名詞,非自立,副詞可能
上流,じょうりゅう,上流,4.849,23.0,名詞,一般
階級,かいきゅう,階級,4.932,19.0,名詞,一般
一,いち,一,2.570,4379.0,名詞,数
父,ちち,父,3.381,677.0,名詞,一般
佐平,さへい,佐平,5.910,2.0,名詞,固有名詞,人名,名
親族,しんぞく,親族,5.734,3.0,名詞,一般
つづき,つづき,つづく,4.869,22.0,動詞,自立
養子,ようし,養子,4.932,19.0,名詞,一般
付,づけ,付,4.796,26.0,名詞,接尾,一般
娘,むすめ,娘,3.598,410.0,名詞,一般
久寿,きゅうじゅ,久寿,5.910,2.0,名詞,一般
すなわち,すなわち,すなわち,4.018,156.0,接続詞
私,わたし,私,2.245,9254.0,名詞,代名詞,一般
母,はは,母,3.464,559.0,名詞,一般
間,ま,間,3.218,985.0,名詞,一般
たった,たった,たった,4.143,117.0,副詞,助詞類接続
子,こ,子,3.335,752.0,名詞,一般
として,として,として,3.049,1451.0,助詞,格助詞,連語
歳,さい,歳,3.881,214.0,名詞,接尾,助数詞
時,とき,時,2.781,2692.0,名詞,非自立,副詞可能
病死,びょうし,病死,5.257,9.0,名詞,サ変接続
続い,つづい,続く,4.107,127.0,動詞,自立
また,また,また,2.812,2508.0,接続詞
両親,りょうしん,両親,4.598,41.0,名詞,一般
共,ども,共,4.780,27.0,名詞,接尾,一般
三,さん,三,2.952,1815.0,名詞,数
若,わか,若い,4.495,52.0,形容詞,自立
他界,たかい,他界,5.910,2.0,名詞,サ変接続
まだ,まだ,まだ,3.241,934.0,副詞,助詞類接続
余り,あまり,余り,4.282,85.0,副詞,一般
幼かっ,おさなかっ,幼い,6.211,1.0,形容詞,自立
顔,かお,顔,2.973,1729.0,名詞,一般
記憶,きおく,記憶,4.091,132.0,名詞,サ変接続
ない,ない,ない,2.167,11082.0,形容詞,自立
早く,はやく,早い,3.785,267.0,形容詞,自立
別れ,わかれ,別れる,4.139,118.0,動詞,自立
親,おや,親,4.004,161.0,名詞,一般
味,あじ,味,4.125,122.0,名詞,一般
知ら,しら,知る,3.390,663.0,動詞,自立
育て,そだて,育てる,4.734,30.0,動詞,自立
くれ,くれ,くれる,3.241,933.0,動詞,非自立
祖母,そぼ,祖母,5.132,12.0,名詞,一般
息子,むすこ,息子,4.238,94.0,名詞,一般
とても,とても,とても,3.788,265.0,副詞,助詞類接続
大切,たいせつ,大切,4.190,105.0,名詞,形容動詞語幹
らしい,らしい,らしい,3.408,635.0,助動詞
体,からだ,体,4.078,136.0,名詞,一般
弱く,よわく,弱い,4.831,24.0,形容詞,自立
時々,ときどき,時々,3.857,226.0,副詞,一般
病気,びょうき,病気,3.855,227.0,名詞,サ変接続
注意,ちゅうい,注意,3.968,175.0,名詞,サ変接続
養育,よういく,養育,5.433,6.0,名詞,サ変接続
胸,むね,胸,3.546,463.0,名詞,一般
骨,ほね,骨,4.118,124.0,名詞,一般
随分,ずいぶん,随分,4.150,115.0,副詞,助詞類接続
心配,しんぱい,心配,3.788,265.0,名詞,サ変接続
継ぐ,つぐ,継ぐ,5.512,5.0,動詞,自立
一人子,ひとりっこ,一人子,6.211,1.0,名詞,一般
だっ,だっ,だ,3.119,1236.0,助動詞
直後,ちょくご,直後,5.609,4.0,名詞,副詞可能
乳母,おんば,乳母,4.548,46.0,名詞,一般
雇い,やとい,雇う,5.097,13.0,動詞,自立
守り,まもり,守る,4.869,22.0,動詞,自立
女,おんな,女,2.934,1891.0,名詞,一般
隣村,りんそん,隣村,5.910,2.0,名詞,一般
越知,おち,越知,5.910,2.0,名詞,固有名詞,地域,一般
背,せ,背,4.059,142.0,名詞,一般
負ぶさっ,おぶさっ,負ぶさる,5.910,2.0,動詞,自立
行っ,いっ,行く,3.025,1535.0,動詞,自立
こと,こと,こと,2.291,8329.0,名詞,非自立,一般
藁葺,わらぶき,藁葺,4.956,18.0,名詞,一般
根,ね,根,4.303,81.0,名詞,一般
見え,みえ,見える,3.325,769.0,動詞,自立
おぼろ,おぼろ,おぼろ,5.170,11.0,名詞,一般
げ,げ,げ,4.026,153.0,名詞,接尾,一般
これ,これ,これ,2.740,2960.0,名詞,代名詞,一般
第,だい,第,3.575,433.0,接頭詞,数接続
その後,そのご,その後,4.065,140.0,名詞,副詞可能
暇,ひま,暇,4.512,50.0,名詞,一般
やり,やり,やる,3.906,202.0,動詞,自立
専ら,もっぱら,専ら,5.433,6.0,副詞,一般
主人,しゅじん,主人,3.707,319.0,名詞,一般
亡くなっ,なくなっ,亡くなる,4.667,35.0,動詞,自立
代わっ,かわっ,代わる,6.211,1.0,動詞,自立
采配,さいはい,采配,6.211,1.0,名詞,サ変接続
振っ,ふっ,振る,4.203,102.0,動詞,自立
面倒,めんどう,面倒,4.440,59.0,名詞,形容動詞語幹
見,み,見る,2.816,2484.0,動詞,自立
旧い,ふるい,旧い,5.170,11.0,形容詞,自立
自然,しぜん,自然,3.539,470.0,名詞,形容動詞語幹
定,じょう,定,4.598,41.0,名詞,一般
つい,つい,つく,3.540,469.0,動詞,自立
乱れ,みだれ,乱れる,4.643,37.0,動詞,自立
ず,ず,ぬ,2.805,2549.0,助動詞
続け,つづけ,続ける,4.139,118.0,動詞,自立
番頭,ばんがしら,番頭,4.643,37.0,名詞,一般
男,おとこ,男,3.089,1325.0,名詞,一般
佐,さ,佐,5.097,13.0,名詞,一般
枝,えだ,枝,3.895,207.0,名詞,一般
竹蔵,たけぞう,竹蔵,5.910,2.0,名詞,固有名詞,人名,名
といった,といった,といった,4.021,155.0,助詞,格助詞,連語
尽し,つくし,尽す,4.558,45.0,動詞,自立
香美,かがみ,香美,5.609,4.0,名詞,固有名詞,地域,一般
久枝,くし,久枝,5.257,9.0,名詞,固有名詞,地域,一般
奉公,ほうこう,奉公,4.588,42.0,名詞,サ変接続
なかなか,なかなか,なかなか,3.944,185.0,副詞,助詞類接続
しっかり,しっかり,しっかり,4.336,75.0,副詞,助詞類接続
独立,どくりつ,独立,3.865,222.0,名詞,サ変接続
営ん,いとなん,営む,5.433,6.0,動詞,自立
こういう,こういう,こういう,3.753,287.0,連体詞
偉い,えらい,偉い,4.360,71.0,形容詞,自立
亡き後,なきあと,亡き後,6.211,1.0,名詞,副詞可能
繁昌,はんじょう,繁昌,5.211,10.0,名詞,サ変接続
憶え,おぼえ,憶える,5.132,12.0,動詞,自立
酒,さけ,酒,3.699,325.0,名詞,一般
押えつけ,おさえつけ,押えつける,5.734,3.0,動詞,自立
られ,られ,られる,2.991,1661.0,動詞,接尾
灸,やいと,灸,5.132,12.0,名詞,一般
すえ,すえ,すえる,4.780,27.0,動詞,自立
病身,びょうしん,病身,5.065,14.0,名詞,一般
強く,つよく,強い,4.132,120.0,形容詞,自立
思う,おもう,思う,3.237,943.0,動詞,自立
極めて,きわめて,極めて,4.379,68.0,副詞,一般
珍しかっ,めずらしかっ,珍しい,5.433,6.0,形容詞,自立
時計,とけい,時計,4.385,67.0,名詞,一般
買っ,かっ,買う,3.968,175.0,動詞,自立
不思議,ふしぎ,不思議,3.783,268.0,名詞,形容動詞語幹
たく,たく,たい,3.756,285.0,助動詞
たまら,たまら,たまる,5.512,5.0,動詞,自立
解剖,かいぼう,解剖,4.813,25.0,名詞,サ変接続
納得,なっとく,納得,5.097,13.0,名詞,サ変接続
いく,いく,いく,4.385,67.0,動詞,自立
まで,まで,まで,2.859,2251.0,助詞,副助詞
調べ,しらべ,調べる,4.198,103.0,動詞,自立
誠,まこと,誠,5.065,14.0,名詞,一般
太,ふとし,太,4.132,120.0,名詞,固有名詞,人名,名
さん,さん,さん,2.948,1832.0,名詞,接尾,人名
困る,こまる,困る,4.087,133.0,動詞,自立
太郎,たろう,太郎,5.132,12.0,名詞,固有名詞,人名,名
幼名,ようめい,幼名,6.211,1.0,名詞,一般
段々,だんだん,段々,4.487,53.0,副詞,助詞類接続
成長,せいちょう,成長,4.448,58.0,名詞,サ変接続
寺子屋,てらこや,寺子屋,5.366,7.0,名詞,一般
行き,いき,行く,3.673,345.0,動詞,自立
習字,しゅうじ,習字,5.734,3.0,名詞,一般
習っ,ならっ,習う,4.981,17.0,動詞,自立
―,―,―,5.211,10.0,記号,一般
西谷,にしたに,西谷,6.211,1.0,名詞,固有名詞,人名,姓
〔,〔,〔,4.849,23.0,記号,括弧開
〕,〕,〕,4.831,24.0,記号,括弧閉
謙,けん,謙,5.910,2.0,名詞,固有名詞,人名,名
護,まもる,護,5.609,4.0,名詞,固有名詞,人名,名
お,お,お,2.644,3695.0,接頭詞,名詞接続
師匠,ししょう,師匠,4.796,26.0,名詞,一般
そこで,そこで,そこで,3.815,249.0,接続詞
イロハ,いろは,イロハ,5.910,2.0,名詞,一般
する,する,する,2.479,5400.0,動詞,自立
うち,うち,うち,3.201,1024.0,名詞,非自立,副詞可能
替え,かえ,替える,5.211,10.0,動詞,自立
離れ,はなれ,離れる,3.723,308.0,動詞,自立
東,ひがし,東,4.366,70.0,名詞,一般
目,め,目,3.360,710.0,名詞,一般
細,ほそ,細,5.007,16.0,名詞,固有名詞,地域,一般
伊藤,いとう,伊藤,5.170,11.0,名詞,固有名詞,人名,姓
徳,いさお,徳,4.229,96.0,名詞,固有名詞,人名,名
裕,ひろし,裕,5.910,2.0,名詞,固有名詞,人名,名
号,ごう,号,4.277,86.0,名詞,接尾,一般
蘭,らん,蘭,5.211,10.0,名詞,一般
林,りん,林,4.012,158.0,名詞,接尾,一般
先生,せんせい,先生,3.028,1526.0,名詞,一般
書生,しょせい,書生,4.471,55.0,名詞,一般
集め,あつめ,集める,4.348,73.0,動詞,自立
主として,しゅとして,主として,4.831,24.0,副詞,一般
算術,さんじゅつ,算術,5.366,7.0,名詞,一般
四書,ししょ,四書,5.910,2.0,名詞,一般
五経,ごきょう,五経,5.734,3.0,名詞,一般
読み方,よみかた,読み方,6.211,1.0,名詞,一般
教え,おしえ,教える,3.883,213.0,動詞,自立
入門,にゅうもん,入門,5.609,4.0,名詞,サ変接続
門弟,もんてい,門弟,5.910,2.0,名詞,一般
大抵,たいてい,大抵,4.257,90.0,副詞,一般
士,し,士,4.620,39.0,名詞,一般
子弟,してい,子弟,5.308,8.0,名詞,一般
山本,やまもと,山本,5.308,8.0,名詞,固有名詞,人名,姓
同名,どうめい,同名,6.211,1.0,名詞,一般
だけ,だけ,だけ,3.038,1489.0,助詞,副助詞
入っ,はいっ,入る,3.749,290.0,動詞,自立
わけ,わけ,わけ,3.608,401.0,名詞,非自立,一般
世の中,よのなか,世の中,3.939,187.0,名詞,一般
開け,あけ,開ける,4.182,107.0,動詞,自立
是非,ぜひ,是非,4.448,58.0,名詞,サ変接続
学問,がくもん,学問,3.869,220.0,名詞,サ変接続
なけれ,なけれ,ない,3.185,1061.0,助動詞
ば,ば,ば,2.548,4604.0,助詞,接続助詞
いかん,いかん,いかん,4.598,41.0,名詞,一般
いう,いう,いう,3.169,1103.0,動詞,自立
時分,じぶん,時分,4.081,135.0,名詞,一般
士族,しぞく,士族,4.631,38.0,名詞,一般
区別,くべつ,区別,4.010,159.0,名詞,サ変接続
より,より,より,2.932,1900.0,助詞,格助詞,一般
上座,かみざ,上座,5.910,2.0,名詞,一般
坐り,すわり,坐る,4.631,38.0,動詞,自立
食事,しょくじ,食事,4.128,121.0,名詞,サ変接続
など,など,など,3.043,1472.0,助詞,副助詞
流,りゅう,流,4.412,63.0,名詞,接尾,一般
挨拶,あいさつ,挨拶,3.981,170.0,名詞,サ変接続
おる,おる,おる,4.521,49.0,動詞,非自立
制度,せいど,制度,4.889,21.0,名詞,一般
れる,れる,れる,3.076,1365.0,動詞,接尾
移っ,うつっ,移る,4.512,50.0,動詞,自立
以前,いぜん,以前,4.047,146.0,名詞,副詞可能
異なり,ことなり,異なる,5.512,5.0,動詞,自立
日進月歩,にっしんげっぽ,日進月歩,6.211,1.0,名詞,サ変接続
訳書,やくしょ,訳書,5.609,4.0,名詞,一般
地理,ちり,地理,4.720,31.0,名詞,一般
天文,てんもん,天文,5.366,7.0,名詞,一般
物理,ぶつり,物理,4.426,61.0,名詞,一般
窮理,きゅうり,窮理,5.366,7.0,名詞,一般
学,がく,学,3.769,277.0,名詞,接尾,一般
書物,しょもつ,書物,4.094,131.0,名詞,一般
福沢,ふくさわ,福沢,5.734,3.0,名詞,固有名詞,人名,姓
諭吉,ゆきち,諭吉,5.609,4.0,名詞,固有名詞,人名,名
『,『,『,3.723,308.0,記号,括弧開
世界,せかい,世界,3.429,606.0,名詞,一般
尽,尽,尽,5.734,3.0,名詞,一般
』,』,』,3.723,308.0,記号,括弧閉
川本,かわもと,川本,6.211,1.0,名詞,固有名詞,人名,姓
幸,みゆき,幸,4.655,36.0,名詞,固有名詞,人名,名
民,みん,民,4.463,56.0,名詞,接尾,一般
気,き,気,3.079,1357.0,名詞,一般
海,うみ,海,3.871,219.0,名詞,一般
観,かん,観,4.568,44.0,名詞,接尾,一般
瀾,瀾,瀾,6.211,1.0,名詞,一般
広義,こうぎ,広義,5.512,5.0,名詞,一般
本,ほん,本,3.491,525.0,名詞,一般
文章,ぶんしょう,文章,4.308,80.0,名詞,一般
うまく,うまく,うまい,4.360,71.0,形容詞,自立
好ん,このん,好む,4.680,34.0,動詞,自立
読ん,よん,読む,3.805,255.0,動詞,自立
又,また,又,3.798,259.0,接続詞
輿地,よち,輿地,5.734,3.0,名詞,一般
誌,し,誌,4.455,57.0,名詞,接尾,一般
略,りゃく,略,5.170,11.0,名詞,接尾,一般
図解,ずかい,図解,5.609,4.0,名詞,サ変接続
天変地異,てんぺんちい,天変地異,5.734,3.0,名詞,一般
日進,にっしん,日進,5.910,2.0,名詞,固有名詞,地域,一般
知識,ちしき,知識,3.488,528.0,名詞,一般
大分,だいぶ,大分,4.398,65.0,副詞,一般
得,え,得る,3.510,503.0,動詞,自立
そうして,そうして,そうして,3.443,586.0,接続詞
でき,でき,できる,3.283,847.0,動詞,自立
入学,にゅうがく,入学,4.667,35.0,名詞,サ変接続
既に,すでに,既に,4.277,86.0,副詞,一般
這入る,はいいる,這入る,5.512,5.0,動詞,自立
高等,こうとう,高等,4.348,73.0,名詞,形容動詞語幹
学科,がっか,学科,5.257,9.0,名詞,一般
五十音,ごじゅうおん,五十音,6.211,1.0,名詞,一般
更,さら,更,4.889,21.0,名詞,形容動詞語幹
め,め,め,3.671,347.0,名詞,接尾,一般
習い,ならい,習う,5.170,11.0,動詞,自立
単語,たんご,単語,5.910,2.0,名詞,一般
連語,れんご,連語,6.211,1.0,名詞,一般
その他,そのた,その他,4.174,109.0,名詞,代名詞,一般
掛図,かけず,掛図,5.910,2.0,名詞,一般
について,について,について,3.581,427.0,助詞,格助詞,連語
師範,しはん,師範,4.598,41.0,名詞,一般
編纂,へんさん,編纂,5.308,8.0,名詞,サ変接続
小学,しょうがく,小学,5.065,14.0,名詞,一般
読本,どくほん,読本,5.097,13.0,名詞,一般
博物,はくぶつ,博物,5.065,14.0,名詞,一般
図,ず,図,4.277,86.0,名詞,接尾,一般
ボールド,ぼーるど,ボールド,5.910,2.0,名詞,一般
はじめ,はじめ,はじめ,3.889,210.0,名詞,副詞可能
チョーク,ちょーく,チョーク,5.512,5.0,名詞,一般
来,こ,来る,2.710,3169.0,動詞,自立
なかっ,なかっ,ない,2.772,2751.0,助動詞
砥の粉,とのこ,砥の粉,6.211,1.0,名詞,一般
字,じ,字,4.018,156.0,名詞,一般
や,や,や,2.754,2866.0,助詞,並立助詞
画,が,画,4.097,130.0,名詞,一般
かい,かい,かく,3.851,229.0,動詞,自立
間もなく,まもなく,間もなく,4.319,78.0,副詞,助詞類接続
上等,じょうとう,上等,4.609,40.0,名詞,形容動詞語幹
下等,かとう,下等,4.869,22.0,名詞,一般
二つ,ふたつ,二つ,3.703,322.0,名詞,一般
分た,わかた,分つ,5.734,3.0,動詞,自立
八,はち,八,3.663,353.0,名詞,数
級,きゅう,級,5.132,12.0,名詞,接尾,助数詞
試験,しけん,試験,4.366,70.0,名詞,サ変接続
によって,によって,によって,3.508,505.0,助詞,格助詞,連語
上,うえ,上,2.948,1834.0,名詞,一般
進級,しんきゅう,進級,5.512,5.0,名詞,サ変接続
臨時,りんじ,臨時,5.433,6.0,名詞,一般
受け,うけ,受ける,3.857,226.0,動詞,自立
進む,すすむ,進む,4.558,45.0,動詞,自立
